,record_id,borrower_id,borrower_age,borrower_income,business_uid,business_annual_income,business_annual_revenue,business_annual_expense,business_age,business_no_of_employees,loan_amount_asked,loan_amount_offered,loan_interest_rate,loan_duration_months,loan_monthly_payment,business_default,business_previous_loan,final_credit_score,final_loan_verdict
2814,29504,1562600,45,759000,244260162980,800000,1204000,841000,14,52,2176000,2067200.0,21,84,43066.666666666700,0,0,650.0,1
2815,28626,500400,53,1443000,388366894520,10000,99000,15000,22,2,357000,285600.0,29,60,5950.0,0,0,375.0,0
2816,28063,6774460,59,1340000,222240779720,770000,5668000,2062000,8,60,28233000,25409700.0,27,78,529368.75,0,0,600.0,1
2817,99428,5456300,43,1336000,257613019190,1310000,3501000,2785000,2,14,1159000,927200.0,29,54,19316.666666666700,0,0,400.0,0
2818,8304,7649780,51,138000,403341822170,1130000,10954000,1239000,10,66,36173000,34364350.0,27,66,715923.9583333330,0,0,625.0,1
2819,7978,59280,45,823000,275072462450,790000,3403000,846000,14,50,11284000,10719800.0,23,84,223329.16666666700,0,0,625.0,1
2820,13861,1568160,41,1642000,220847666930,1510000,14320000,11502000,30,22,50313000,47797350.0,29,72,995778.125,0,0,650.0,1
2821,62032,2377960,25,1224000,265903991280,560000,1399000,687000,22,98,5283000,5018850.0,22,84,104559.375,0,0,700.0,1
2822,75182,386260,52,1178000,259045136640,160000,241000,219000,30,36,1090000,981000.0,27,48,20437.5,0,0,575.0,1
2823,41042,7393080,48,771000,377468026200,1470000,10838000,3879000,8,30,10082000,9073800.0,28,54,189037.5,0,0,550.0,1
2824,40131,6633940,26,532000,211570851600,970000,8685000,5460000,24,42,37090000,35235500.0,26,90,734072.9166666670,0,0,675.0,1
2825,27703,3144820,29,1166000,335170491970,1710000,2289000,1790000,28,66,1709000,1623550.0,28,72,33823.958333333300,0,0,725.0,1
2826,78970,47620,32,346000,298765454960,1390000,1826000,1539000,6,74,7614000,7233300.0,22,90,150693.75,0,0,625.0,1
2827,81284,2416100,45,1753000,368185852270,270000,631000,519000,8,2,2724000,2179200.0,27,48,45400.0,0,0,375.0,0
2828,60948,3073480,54,1663000,220090102260,1490000,4116000,3889000,26,18,20234000,18210600.0,27,54,379387.5,0,0,600.0,1
2829,5150,2610780,31,568000,251596185070,10000,59000,48000,38,20,148000,133200.0,28,78,2775.0,0,0,425.0,0
2830,26088,6230460,55,1812000,333740251930,70000,386000,145000,36,18,1267000,1140300.0,20,78,23756.25,0,0,425.0,0
2831,50012,839940,50,1885000,259140281010,640000,6115000,729000,12,14,27866000,25079400.0,27,66,522487.5,0,0,525.0,1
2832,1634,1463940,54,1340000,341143121450,1620000,15253000,13423000,2,38,46225000,41602500.0,29,78,866718.75,0,0,500.0,0
2833,74631,9274180,41,1849000,405097147760,1850000,3958000,3768000,4,88,2453000,2207700.0,25,66,45993.75,0,0,575.0,1
2834,69134,523160,44,1682000,386583698870,480000,1742000,666000,30,44,2604000,2473800.0,23,54,51537.5,0,0,625.0,1
2835,5654,4293360,40,1525000,388226433060,1870000,10366000,4198000,10,60,14149000,13441550.0,22,54,280032.2916666670,0,0,625.0,1
2836,77780,2633780,46,831000,302079849240,1160000,3997000,1626000,12,48,4123000,3916850.0,29,54,81601.04166666670,0,0,650.0,1
2837,67112,7056180,41,1017000,220777107450,1570000,2992000,1939000,6,30,7988000,7189200.0,25,78,149775.0,0,0,550.0,1
2838,88729,3146920,25,1549000,359437514130,1990000,5392000,3441000,0,48,9060000,8607000.0,27,72,179312.5,0,0,700.0,1
2839,16393,3277080,45,571000,267286548150,1280000,7976000,3662000,30,72,16731000,15894450.0,29,90,331134.375,0,0,725.0,1
2840,4213,7775740,26,418000,212106240910,1150000,4544000,1257000,8,70,19828000,18836600.0,22,66,392429.1666666670,0,0,625.0,1
2841,17341,7730760,48,184000,221464261980,270000,1750000,1624000,6,78,2631000,2367900.0,25,78,49331.25,0,0,550.0,1
2842,78565,8819960,26,1433000,351932345120,1670000,1995000,1960000,10,86,2081000,1976950.0,29,84,41186.458333333300,0,0,625.0,1
2843,13844,8818000,56,846000,331337040690,1880000,16356000,12920000,20,80,5117000,4861150.0,28,84,101273.95833333300,0,0,675.0,1
2844,41697,8706220,53,1800000,235025744580,1570000,5869000,1844000,4,20,9685000,8716500.0,28,48,181593.75,0,0,450.0,0
2845,44240,3079140,56,1307000,227270990070,830000,7078000,4321000,14,10,32274000,29046600.0,20,48,605137.5,0,0,475.0,0
2846,86893,1589860,31,1822000,329707046770,240000,1123000,709000,18,20,4744000,4269600.0,25,72,88950.0,0,0,475.0,0
2847,77413,5095180,50,1225000,399191721640,1030000,7149000,3186000,0,90,14696000,13961200.0,29,78,290858.3333333330,0,0,725.0,1
2848,7119,9476920,47,403000,392052062170,1030000,5395000,5359000,2,90,13684000,12315600.0,29,60,256575.0,0,0,525.0,1
2849,30396,5065500,26,1922000,381023980040,1320000,7456000,5169000,36,18,25751000,23175900.0,29,54,482831.25,0,0,600.0,1
2850,36303,3390700,34,1497000,355632691650,1120000,5369000,3303000,38,86,15968000,15169600.0,24,78,316033.3333333330,0,0,725.0,1
2851,69753,8461980,47,112000,285412432140,890000,5014000,2633000,26,26,1839000,1747050.0,20,78,36396.875,0,0,625.0,1
2852,63808,9233660,47,539000,268005909320,750000,5654000,2532000,34,96,2229000,2117550.0,21,78,44115.625,0,0,700.0,1
2853,30580,5131700,50,1248000,361161602750,590000,5853000,1307000,22,94,26556000,25228200.0,29,66,525587.5,0,0,700.0,1
2854,23853,3003920,34,436000,307074254130,990000,9314000,4769000,32,36,26539000,25212050.0,23,78,525251.0416666670,0,0,675.0,1
2855,69656,3262000,32,1475000,229143460650,190000,948000,338000,2,76,1533000,1226400.0,26,66,25550.0,0,0,400.0,0
2856,26072,5360980,39,1292000,257727056580,540000,2470000,1433000,6,38,10776000,9698400.0,28,66,202050.0,0,0,575.0,1
2857,45175,1232920,28,695000,261268119410,660000,1484000,1336000,26,56,627000,595650.0,22,54,12409.375,0,0,700.0,1
2858,66166,6995660,51,1162000,262268374050,540000,1034000,1013000,30,14,2579000,2321100.0,27,72,48356.25,0,0,575.0,1
2859,97074,4035460,30,1023000,312857502530,880000,4004000,2269000,18,24,12567000,11310300.0,25,48,235631.25,0,0,575.0,1
2860,63915,1041680,44,1507000,389734662460,910000,2403000,1327000,26,76,11725000,11138750.0,27,54,232057.29166666700,0,0,700.0,1
2861,75526,4385180,50,765000,261133262980,1280000,7305000,7251000,8,76,98000,93100.0,20,54,1939.5833333333300,0,0,625.0,1
2862,24266,4009420,33,902000,400521164740,1280000,9452000,6907000,12,72,4664000,4430800.0,25,60,92308.33333333330,0,0,675.0,1
2863,23115,6687880,30,68000,289549968580,920000,5558000,1539000,26,12,11438000,10294200.0,26,78,214462.5,0,0,575.0,1
2864,26779,8132280,45,1742000,262590896390,1500000,6101000,5414000,38,24,18581000,17651950.0,29,48,367748.9583333330,0,0,650.0,1
2865,68186,6957500,34,608000,278283437070,1340000,1929000,1357000,4,74,3444000,3099600.0,27,60,64575.0,0,0,575.0,1
2866,40273,8187940,25,387000,347188029990,380000,3555000,3328000,6,46,16401000,14760900.0,29,54,307518.75,0,0,525.0,1
2867,73091,2664220,33,1044000,313064211910,1090000,9369000,1394000,18,50,28294000,26879300.0,26,72,559985.4166666670,0,0,650.0,1
2868,6958,4288240,26,40000,401977691310,1560000,4210000,3414000,24,32,16064000,15260800.0,26,60,317933.3333333330,0,0,700.0,1
2869,70409,9946640,52,80000,293155868410,1770000,3618000,2723000,10,46,12369000,11132100.0,27,66,231918.75,0,0,600.0,1
2870,55624,7467240,59,488000,366367803910,450000,2079000,2066000,6,54,9028000,8125200.0,29,54,169275.0,0,0,550.0,1
2871,13096,338880,44,246000,409791725610,950000,7458000,6178000,18,18,32900000,29610000.0,28,66,616875.0,0,0,525.0,1
2872,19452,61160,58,1126000,372603001960,680000,1631000,682000,36,36,6344000,6026800.0,24,66,125558.33333333300,0,0,675.0,1
2873,58600,1618760,49,1667000,229414252760,1570000,4044000,3064000,12,26,3965000,3568500.0,25,78,74343.75,0,0,600.0,1
2874,51130,8274580,44,1818000,277690150530,1670000,12156000,10197000,18,58,53716000,51030200.0,20,60,1063129.1666666700,0,0,675.0,1
2875,79851,4234580,35,1110000,256993121800,1510000,3907000,1956000,4,48,1072000,964800.0,25,66,20100.0,0,0,550.0,1
2876,57292,8056440,26,21000,267462949040,270000,2699000,1987000,20,20,6550000,5895000.0,25,66,122812.5,0,0,475.0,0
2877,83586,5336040,40,1279000,310630978550,1150000,9812000,3053000,32,12,39461000,35514900.0,25,66,739893.75,0,0,600.0,1
2878,38593,9657900,31,1351000,219240794310,1050000,9798000,1649000,16,82,29477000,28003150.0,21,72,583398.9583333330,0,0,675.0,1
2879,85948,5344020,28,1410000,213324175860,1520000,7180000,5734000,0,12,19121000,17208900.0,28,66,358518.75,0,0,600.0,1
2880,72080,1881800,36,1556000,354950355270,1680000,8224000,3755000,18,62,38616000,36685200.0,22,72,764275.0,0,0,675.0,1
2881,9753,1169660,29,1638000,364601181880,910000,5400000,3663000,30,18,1459000,1313100.0,28,72,27356.25,0,0,575.0,1
2882,17831,2540820,25,1737000,247607770920,1590000,11546000,9240000,18,36,3600000,3420000.0,20,84,71250.0,0,0,650.0,1
2883,24643,2666640,28,1104000,388920187940,1980000,3536000,2254000,14,40,176000,167200.0,24,54,3483.3333333333300,0,0,650.0,1
2884,57645,9665120,48,73000,228882256670,1990000,12957000,12776000,26,2,22183000,19964700.0,26,54,415931.25,0,0,550.0,1
2885,88763,1853480,58,1688000,401956682310,1890000,16634000,16610000,32,46,6077000,5773150.0,23,54,120273.95833333300,0,0,700.0,1
2886,10380,4447920,45,744000,356064023370,1570000,10856000,8556000,8,76,4246000,4033700.0,27,66,84035.41666666670,0,0,625.0,1
2887,19417,4721920,31,421000,358348851960,1680000,10903000,7249000,18,78,33096000,31441200.0,22,84,655025.0,0,0,675.0,1
2888,93138,2913080,38,1502000,408451903930,1280000,6832000,2826000,20,74,99000,94050.0,23,78,1959.375,0,0,675.0,1
2889,70826,1964440,28,1008000,223873033480,820000,6772000,2569000,18,64,11825000,11233750.0,28,60,234036.45833333300,0,0,650.0,1
2890,22932,7547500,32,802000,341998496850,1440000,7144000,3431000,14,36,618000,587100.0,20,78,12231.25,0,0,650.0,1
2891,41536,4859760,57,1376000,244767435000,200000,1702000,841000,8,4,5731000,4584800.0,26,66,95516.66666666670,0,0,325.0,0
2892,50261,6573700,40,1850000,290924978020,1840000,11211000,8637000,24,16,25569000,23012100.0,25,60,479418.75,0,0,600.0,1
2893,37850,3722840,40,1555000,250562583440,1780000,12698000,2403000,32,22,17285000,16420750.0,26,54,342098.9583333330,0,0,650.0,1
2894,29266,4636360,47,272000,224958256110,930000,2393000,1996000,20,62,10622000,10090900.0,26,84,210227.08333333300,0,0,650.0,1
2895,88770,2782600,32,1890000,309184851040,1700000,5294000,2131000,22,50,21660000,20577000.0,20,48,428687.5,0,0,700.0,1
2896,59085,446160,56,1449000,328102587090,90000,790000,522000,30,96,137000,123300.0,26,54,2568.75,0,0,550.0,1
2897,64834,9130720,43,1080000,338171345830,760000,6935000,812000,28,14,9962000,8965800.0,29,66,186787.5,0,0,575.0,1
2898,58119,766360,30,416000,262518156190,520000,2280000,528000,36,20,8852000,7966800.0,29,72,165975.0,0,0,575.0,1
2899,4900,7814100,50,283000,376344111440,100000,587000,418000,6,44,734000,660600.0,23,54,13762.5,0,0,425.0,0
2900,76426,1851760,49,1919000,305102656480,1470000,11187000,4800000,26,34,55560000,52782000.0,26,48,1099625.0,0,0,700.0,1
2901,9596,3444820,37,231000,359840044300,1360000,4605000,3882000,0,50,15927000,15130650.0,22,54,315221.875,0,0,700.0,1
2902,93392,1395460,43,743000,256751997240,1270000,6389000,2180000,14,10,24991000,22491900.0,28,66,468581.25,0,0,500.0,0
2903,70041,3139660,37,1218000,304217285030,1850000,9575000,8257000,20,92,7246000,6883700.0,22,72,143410.41666666700,0,0,675.0,1
2904,19934,7519620,55,361000,319103448910,1900000,6465000,4724000,18,58,23508000,22332600.0,21,48,465262.5,0,0,675.0,1
2905,95059,1106100,28,879000,294937931110,1730000,9747000,6629000,24,40,28207000,26796650.0,22,78,558263.5416666670,0,0,700.0,1
2906,11170,4662580,56,1349000,249858842810,1710000,5911000,3318000,38,62,243000,230850.0,22,78,4809.375,0,0,725.0,1
2907,95547,7920840,35,577000,407817939140,290000,324000,317000,18,54,681000,612900.0,27,66,12768.75,0,0,600.0,1
2908,11627,1787460,33,952000,355756706490,300000,1963000,1693000,6,8,2769000,2215200.0,28,60,46150.0,0,0,375.0,0
2909,42629,3844240,36,1346000,327652880080,1230000,2122000,1841000,28,84,806000,765700.0,23,90,15952.083333333300,0,0,725.0,1
2910,99497,1613640,56,1881000,240682378330,240000,852000,777000,14,74,3232000,2908800.0,29,72,60600.0,0,0,600.0,1
2911,4017,8345100,28,254000,234500601090,1670000,10758000,5752000,6,44,17302000,15571800.0,28,48,324412.5,0,0,600.0,1
2912,81107,8507800,43,1470000,268709361180,300000,2695000,2077000,10,28,5841000,5256900.0,25,60,109518.75,0,0,475.0,0
2913,28125,9908620,41,1856000,278640988770,550000,700000,681000,18,74,1258000,1195100.0,24,72,24897.916666666700,0,0,650.0,1
2914,73477,6941260,35,1165000,307381784990,1850000,6885000,3217000,14,68,30265000,28751750.0,23,90,598994.7916666670,0,0,675.0,1
2915,23253,1544980,41,1211000,339934102460,240000,574000,320000,6,68,1749000,1574100.0,29,72,32793.75,0,0,550.0,1
2916,46216,2295380,44,1430000,246627855120,610000,5314000,4864000,38,60,5430000,5158500.0,23,90,107468.75,0,0,700.0,1
2917,53895,5623540,37,1940000,386248604670,50000,271000,122000,20,78,967000,870300.0,27,78,18131.25,0,0,500.0,0
2918,84748,3823680,55,548000,314246053750,440000,874000,535000,16,56,2197000,1977300.0,27,54,41193.75,0,0,600.0,1
2919,97138,3668980,40,1165000,256916470650,1630000,11545000,6907000,6,38,14896000,13406400.0,26,54,279300.0,0,0,600.0,1
2920,28465,9505200,38,1304000,366791129510,1130000,1660000,1215000,36,32,1849000,1756550.0,22,54,36594.791666666700,0,0,700.0,1
2921,57488,3248060,25,1629000,241654709170,610000,1518000,1280000,0,68,5323000,5056850.0,24,78,105351.04166666700,0,0,700.0,1
2922,20380,5259700,31,1508000,262638546920,1770000,5809000,2541000,20,30,6045000,5440500.0,27,54,113343.75,0,0,600.0,1
2923,75433,4027040,46,203000,361113336360,290000,563000,456000,34,38,2006000,1905700.0,28,48,39702.083333333300,0,0,625.0,1
2924,33289,64740,28,82000,336356252570,1210000,7858000,6795000,14,4,30960000,27864000.0,26,66,580500.0,0,0,500.0,0
2925,8204,5946020,52,1148000,389385478650,1460000,2520000,1812000,4,84,2483000,2234700.0,26,60,46556.25,0,0,575.0,1
2926,48303,5497400,29,841000,247801279440,1510000,8202000,2218000,14,36,35989000,34189550.0,29,78,712282.2916666670,0,0,650.0,1
2927,52005,9790200,55,14000,304351566360,1500000,9929000,6473000,12,72,5431000,5159450.0,26,54,107488.54166666700,0,0,675.0,1
2928,26071,3278960,37,1635000,396545306970,510000,3649000,3612000,22,90,9119000,8663050.0,22,54,180480.20833333300,0,0,700.0,1
2929,23166,1497660,52,538000,226088986560,1720000,5261000,1932000,12,30,5617000,5055300.0,27,48,105318.75,0,0,600.0,1
2930,54249,1494860,46,669000,347165077420,240000,2265000,1836000,12,94,8886000,7997400.0,26,54,166612.5,0,0,600.0,1
2931,38226,348560,46,1856000,388685664020,1450000,12919000,5551000,36,8,54354000,48918600.0,27,54,1019137.5,0,0,550.0,1
2932,87421,4931220,41,1868000,249862289180,440000,722000,555000,24,80,1214000,1153300.0,22,90,24027.083333333300,0,0,650.0,1
2933,92576,1469780,42,1947000,221176641040,1720000,8527000,6043000,2,14,42477000,33981600.0,26,60,707950.0,0,0,400.0,0
2934,20954,599940,55,991000,345228629060,1690000,8297000,4013000,4,22,4635000,4171500.0,24,78,86906.25,0,0,500.0,0
2935,75016,9328980,45,1701000,300955579450,640000,3802000,2526000,20,14,15750000,14175000.0,29,60,295312.5,0,0,525.0,1
2936,515,1102060,37,661000,235551462070,850000,2203000,898000,16,20,441000,396900.0,25,66,8268.75,0,0,525.0,1
2937,42856,2604300,58,543000,331525653080,520000,1472000,1006000,30,88,6363000,6044850.0,28,72,125934.375,0,0,700.0,1
2938,8995,3171880,58,374000,357448372460,1960000,4569000,3832000,20,80,14426000,13704700.0,22,90,285514.5833333330,0,0,675.0,1
2939,77401,9617100,38,609000,271669403950,1180000,3677000,3236000,6,94,18301000,17385950.0,22,54,362207.2916666670,0,0,625.0,1
2940,50809,4211200,49,278000,277870695000,1760000,12330000,2608000,32,18,12050000,10845000.0,26,54,225937.5,0,0,600.0,1
2941,20603,5620100,26,1108000,407450813350,1780000,17579000,2540000,18,38,46583000,44253850.0,25,90,921955.2083333330,0,0,650.0,1
2942,29042,5310900,25,179000,322118647670,330000,1794000,1281000,18,82,141000,126900.0,26,60,2643.75,0,0,600.0,1
2943,61098,5535560,57,1631000,352407199360,880000,6702000,4037000,34,80,13575000,12896250.0,20,48,268671.875,0,0,700.0,1
2944,49480,8276700,58,814000,272846256150,1500000,9346000,6987000,34,98,31391000,29821450.0,26,66,621280.2083333330,0,0,725.0,1
2945,79303,8246540,27,150000,349929852260,480000,1508000,1003000,28,46,465000,441750.0,22,48,9203.125,0,0,625.0,1
2946,12314,7356740,45,1392000,257085146870,1420000,8866000,4710000,38,14,17025000,15322500.0,29,78,319218.75,0,0,600.0,1
2947,46023,1800880,58,968000,264582487580,1540000,7565000,4762000,36,40,645000,612750.0,22,90,12765.625,0,0,700.0,1
2948,72392,1795560,28,1664000,363095373340,580000,1700000,881000,38,98,4676000,4442200.0,26,78,92545.83333333330,0,0,700.0,1
2949,40569,4774680,57,1528000,260989056850,1410000,8049000,1429000,12,88,13770000,13081500.0,24,66,272531.25,0,0,675.0,1
2950,28969,7638560,26,501000,355797548710,990000,7345000,1401000,24,44,7134000,6777300.0,23,66,141193.75,0,0,675.0,1
2951,62594,8690460,26,387000,342939566120,1850000,6273000,5364000,32,96,26013000,24712350.0,26,54,514840.625,0,0,725.0,1
2952,38471,5376780,57,1188000,211634464700,1950000,6893000,4208000,8,16,26444000,23799600.0,20,78,495825.0,0,0,500.0,0
2953,74734,6621220,42,1971000,325060255440,1550000,1599000,1559000,0,32,2399000,2279050.0,22,72,47480.208333333300,0,0,700.0,1
2954,33439,3950880,54,1419000,300841355880,1440000,4797000,2362000,12,26,9402000,8461800.0,27,72,176287.5,0,0,600.0,1
2955,64409,5109660,37,161000,358392670230,1640000,6193000,1837000,30,38,26357000,25039150.0,29,78,521648.9583333330,0,0,700.0,1
2956,17524,6050460,26,1320000,298446428950,470000,3029000,2470000,0,14,6386000,5747400.0,28,78,119737.5,0,0,525.0,1
2957,62088,9462840,56,1273000,241728465610,1320000,9965000,2449000,14,14,48811000,43929900.0,29,48,915206.25,0,0,550.0,1
2958,54251,4913400,57,1945000,259429295740,1380000,12815000,1693000,2,46,2069000,1862100.0,26,60,38793.75,0,0,500.0,0
2959,86054,2446840,46,1021000,311509175640,1100000,6872000,5184000,2,4,15405000,12324000.0,27,66,256750.0,0,0,350.0,0
2960,97608,9942220,51,1178000,403210542640,950000,2487000,1906000,36,26,12431000,11809450.0,28,90,246030.20833333300,0,0,625.0,1
2961,41365,6833760,51,1150000,305934663910,110000,424000,269000,18,84,1293000,1163700.0,26,60,24243.75,0,0,550.0,1
2962,84421,4259640,33,196000,406775337610,740000,7327000,4129000,14,72,14624000,13892800.0,22,66,289433.3333333330,0,0,650.0,1
2963,30490,7161520,52,1709000,307366019200,1310000,10501000,9467000,34,82,7873000,7479350.0,27,72,155819.79166666700,0,0,725.0,1
2964,54757,5057580,52,1092000,387439726770,130000,946000,807000,20,2,4280000,3424000.0,29,66,71333.33333333330,0,0,375.0,0
2965,55363,3485760,59,473000,333553563660,250000,492000,395000,8,46,2205000,1984500.0,27,66,41343.75,0,0,525.0,1
2966,51946,9560420,25,831000,248015338000,250000,2265000,715000,2,4,5961000,4768800.0,25,48,99350.0,0,0,275.0,0
2967,93239,9335160,35,527000,267084387830,140000,290000,239000,20,32,1124000,1011600.0,29,54,21075.0,0,0,525.0,1
2968,33662,8784880,26,1953000,290732021670,1300000,6821000,1769000,32,12,29207000,26286300.0,27,66,547631.25,0,0,600.0,1
2969,45927,6385980,37,617000,348510457640,90000,783000,124000,28,20,2663000,2396700.0,25,78,49931.25,0,0,425.0,0
2970,6190,2254920,49,580000,393560360050,1790000,3389000,3025000,2,60,14171000,12753900.0,29,78,265706.25,0,0,525.0,1
2971,74984,8634040,36,111000,279995437220,1090000,3100000,1918000,34,70,12529000,11902550.0,24,78,247969.79166666700,0,0,725.0,1
2972,70602,463960,43,1750000,215541700690,1270000,8267000,3176000,4,52,18392000,16552800.0,27,54,344850.0,0,0,575.0,1
2973,9197,9398660,55,149000,220938154780,740000,1216000,1163000,16,84,3240000,3078000.0,20,48,64125.0,0,0,650.0,1
2974,33064,4076500,43,361000,392265709270,1900000,5924000,3858000,32,90,16703000,15867850.0,25,78,330580.2083333330,0,0,725.0,1
2975,75520,8666620,40,1206000,317685250950,980000,7775000,2450000,12,14,36013000,32411700.0,28,60,675243.75,0,0,525.0,1
2976,62978,8930820,26,1722000,368670609080,1480000,7007000,2317000,20,12,33276000,29948400.0,29,78,623925.0,0,0,550.0,1
2977,37088,5741120,58,509000,345636649090,1410000,13367000,1842000,18,54,29991000,28491450.0,25,90,593571.875,0,0,675.0,1
2978,23758,5537320,34,1168000,292247962560,280000,1586000,729000,10,30,6156000,5540400.0,28,54,115425.0,0,0,475.0,0
2979,44168,1437360,47,261000,385965201630,1990000,5875000,3908000,28,58,5299000,5034050.0,24,84,104876.04166666700,0,0,725.0,1
2980,14923,8299280,28,1317000,335513655150,750000,3640000,2535000,0,38,14861000,14117950.0,23,72,294123.9583333330,0,0,675.0,1
2981,66418,8431060,35,1406000,321697792000,1030000,9371000,9076000,20,32,7220000,6859000.0,24,60,142895.83333333300,0,0,650.0,1
2982,30865,7974400,32,1529000,333045824100,1420000,6527000,2381000,20,96,10355000,9837250.0,21,66,204942.70833333300,0,0,675.0,1
2983,43186,5819820,45,526000,269541693970,1910000,5218000,3014000,24,44,5855000,5562250.0,26,72,115880.20833333300,0,0,700.0,1
2984,74015,5406380,36,1425000,362642255900,380000,3740000,949000,0,62,10965000,10416750.0,21,66,217015.625,0,0,650.0,1
2985,15961,5734620,42,1923000,298451102060,1620000,2399000,2297000,14,6,5138000,4624200.0,20,60,96337.5,0,0,500.0,0
2986,85364,5041880,42,1731000,287858255510,290000,1043000,474000,22,20,1748000,1573200.0,27,60,32775.0,0,0,525.0,1
2987,45635,1005620,49,1898000,359931587320,1370000,8334000,6222000,2,54,26534000,23880600.0,25,72,497512.5,0,0,525.0,1
2988,84477,5310060,31,58000,282952335120,1090000,5785000,4354000,32,54,15405000,14634750.0,24,60,304890.625,0,0,725.0,1
2989,13866,6743200,43,1811000,341411036340,1590000,8219000,5074000,14,94,26079000,24775050.0,29,90,516146.875,0,0,675.0,1
2990,95415,6973760,35,321000,284746152740,1420000,5716000,4345000,2,36,16157000,14541300.0,21,48,302943.75,0,0,500.0,0
2991,78426,6676440,44,1283000,340726823460,1620000,4461000,2537000,8,78,197000,187150.0,21,60,3898.9583333333300,0,0,625.0,1
2992,36586,1348140,55,316000,377626492790,1590000,4748000,2559000,8,80,11538000,10961100.0,28,90,228356.25,0,0,625.0,1
2993,75501,2309300,28,661000,222643553220,1670000,14992000,10192000,34,36,57187000,54327650.0,23,66,1131826.0416666700,0,0,700.0,1
2994,88958,4542500,32,1836000,306681859650,120000,719000,662000,36,8,3360000,3024000.0,24,48,63000.0,0,0,425.0,0
2995,84680,3656180,55,631000,225460467930,1750000,3389000,2406000,26,86,5461000,5187950.0,29,60,108082.29166666700,0,0,725.0,1
2996,70450,7122620,32,183000,295895646590,120000,183000,181000,28,22,677000,609300.0,29,66,12693.75,0,0,525.0,1
2997,54185,376380,45,40000,346248166030,1080000,8466000,3111000,38,34,38623000,36691850.0,24,72,764413.5416666670,0,0,700.0,1
2998,59399,5898300,29,1302000,349380304580,920000,8732000,8272000,22,10,2125000,1912500.0,29,72,39843.75,0,0,525.0,1
2999,72211,7741120,44,61000,270096041960,1700000,7262000,6983000,36,74,3737000,3550150.0,21,48,73961.45833333330,0,0,725.0,1
3000,93416,4612800,48,572000,259199471140,1560000,7757000,3771000,12,52,37615000,35734250.0,24,90,744463.5416666670,0,0,675.0,1
3001,64225,4414020,25,699000,272667861390,1560000,14063000,10131000,14,56,509000,483550.0,20,72,10073.958333333300,0,0,675.0,1
3002,77460,2951300,28,1098000,340535016050,300000,1608000,1168000,38,70,1903000,1807850.0,21,48,37663.541666666700,0,0,650.0,1
3003,42327,2305120,25,448000,360207707730,1490000,6391000,6081000,32,46,13478000,12804100.0,21,84,266752.0833333330,0,0,700.0,1
3004,66726,4279740,37,1679000,395682105300,120000,1070000,985000,16,8,4782000,3825600.0,27,48,79700.0,0,0,375.0,0
3005,4218,590860,27,1265000,217787715620,1420000,2262000,2189000,30,14,10064000,9057600.0,26,48,188700.0,0,0,600.0,1
3006,16391,1798060,32,1572000,218021487410,790000,5375000,3766000,34,70,840000,798000.0,28,66,16625.0,0,0,700.0,1
3007,12910,5382440,49,333000,301006634570,460000,1377000,711000,18,54,4212000,3790800.0,27,72,78975.0,0,0,600.0,1
3008,27358,4402440,39,1460000,407960194460,320000,516000,433000,18,96,2198000,1978200.0,25,72,41212.5,0,0,600.0,1
3009,86487,4121460,59,1163000,376079619200,570000,3127000,2267000,16,72,15188000,14428600.0,29,48,300595.8333333330,0,0,650.0,1
3010,632,10240,46,1150000,222570275480,1310000,13071000,3081000,38,48,38343000,36425850.0,22,54,758871.875,0,0,700.0,1
3011,66672,3641400,29,1504000,365417046940,120000,553000,310000,34,12,2201000,1980900.0,20,78,41268.75,0,0,475.0,0
3012,43619,9748640,31,1027000,307001725210,1310000,6652000,4019000,36,62,11735000,11148250.0,23,84,232255.20833333300,0,0,725.0,1
3013,94291,4312120,32,1144000,346520565630,440000,3090000,2056000,2,98,5989000,5390100.0,28,66,112293.75,0,0,450.0,0
3014,80450,797260,25,1320000,237453068550,1490000,6156000,4355000,2,32,1744000,1569600.0,24,72,32700.0,0,0,500.0,0
3015,24632,5713280,47,1382000,359556395030,1660000,3316000,2259000,2,84,13827000,12444300.0,26,54,259256.25,0,0,525.0,1
3016,91145,7697280,47,1042000,406733630490,1140000,2395000,1327000,28,10,3402000,3061800.0,29,60,63787.5,0,0,550.0,1
3017,43524,1719420,34,857000,338214202160,1440000,6093000,1911000,0,2,5405000,4864500.0,26,54,101343.75,0,0,550.0,1
3018,95771,4285600,44,731000,314001665230,1350000,12883000,12735000,16,26,33260000,29934000.0,28,54,623625.0,0,0,600.0,1
3019,94355,8725260,44,656000,247002771350,1800000,17724000,6836000,22,96,17265000,16401750.0,25,66,341703.125,0,0,725.0,1
3020,2528,6089100,41,1027000,236777886460,1840000,16746000,13611000,16,60,11910000,11314500.0,26,54,235718.75,0,0,675.0,1
3021,6266,5849840,38,640000,219421463950,960000,1794000,1109000,4,50,2549000,2294100.0,29,60,47793.75,0,0,525.0,1
3022,69994,8741260,33,1410000,255768057490,1470000,10890000,6652000,38,48,48893000,46448350.0,29,72,967673.9583333330,0,0,700.0,1
3023,74109,9834120,49,1642000,336228124840,210000,387000,262000,10,42,333000,299700.0,28,60,6243.75,0,0,525.0,1
3024,25040,3389680,41,148000,373996720310,620000,3043000,1112000,32,68,14611000,13880450.0,25,90,289176.0416666670,0,0,700.0,1
